X,Y,Z,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,xcoord,ycoord
-102.3252487,31.88561821,0,eduroam,"Network ID: 48:9B:D5:F8:F4:01
Encryption: WPA2
Time: 2024-11-16T20:13:41.000-08:00
Signal: -89.0
Accuracy: 1.5
Type: WIFI",,,,,-1,0,-1,,,-102.3252487,31.88561821
-102.3268585,31.88831711,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:F4:02
Encryption: Unknown
Time: 2024-11-16T20:10:45.000-08:00
Signal: -74.0
Accuracy: 1.5
Type: WIFI",,,,,-1,0,-1,,,-102.3268585,31.88831711
-102.3268204,31.88851547,0,(no SSID),"Network ID: 48:9B:D5:F8:F4:10
Encryption: WPA2
Time: 2024-11-16T22:18:06.000-08:00
Signal: -91.0
Accuracy: 1.5
Type: WIFI",,,,,-1,0,-1,,,-102.3268204,31.88851547
-102.3257828,31.88627434,0,eduroam,"Network ID: 48:9B:D5:F8:F4:11
Encryption: WPA2
Time: 2024-11-16T20:13:26.000-08:00
Signal: -94.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3257828,31.88627434
-102.3257828,31.88627434,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:F4:12
Encryption: Unknown
Time: 2024-11-16T20:13:26.000-08:00
Signal: -94.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3257828,31.88627434
-102.3267975,31.88862419,0,(no SSID),"Network ID: 48:9B:D5:F8:F6:20
Encryption: WPA2
Time: 2024-11-16T22:18:25.000-08:00
Signal: -97.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.3267975,31.88862419,0,eduroam,"Network ID: 48:9B:D5:F8:F6:21
Encryption: WPA2
Time: 2024-11-16T22:18:47.000-08:00
Signal: -94.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.3267975,31.88862419,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:F6:22
Encryption: Unknown
Time: 2024-11-16T22:18:25.000-08:00
Signal: -98.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.3267975,31.88862419,0,(no SSID),"Network ID: 48:9B:D5:F8:F6:30
Encryption: WPA2
Time: 2024-11-16T22:18:15.000-08:00
Signal: -94.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.3267975,31.88862419,0,eduroam,"Network ID: 48:9B:D5:F8:F6:31
Encryption: WPA2
Time: 2024-11-16T22:18:15.000-08:00
Signal: -94.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.3267975,31.88862419,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:F6:32
Encryption: Unknown
Time: 2024-11-16T22:18:15.000-08:00
Signal: -94.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3267975,31.88862419
-102.327179,31.88872337,0,eduroam,"Network ID: 48:9B:D5:F8:F7:71
Encryption: WPA2
Time: 2024-11-16T20:08:09.000-08:00
Signal: -96.0
Accuracy: 2.9
Type: WIFI",,,,,-1,0,-1,,,-102.327179,31.88872337
-102.327179,31.88872337,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:F7:72
Encryption: Unknown
Time: 2024-11-16T20:08:09.000-08:00
Signal: -97.0
Accuracy: 2.9
Type: WIFI",,,,,-1,0,-1,,,-102.327179,31.88872337
-102.3255997,31.88717461,0,(no SSID),"Network ID: 48:9B:D5:F8:FE:60
Encryption: WPA2
Time: 2024-11-16T22:17:38.000-08:00
Signal: -99.0
Accuracy: 1.6
Type: WIFI",,,,,-1,0,-1,,,-102.3255997,31.88717461
-102.3255997,31.88717461,0,eduroam,"Network ID: 48:9B:D5:F8:FE:61
Encryption: WPA2
Time: 2024-11-16T22:17:38.000-08:00
Signal: -98.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3255997,31.88717461
-102.3255997,31.88717461,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:FE:62
Encryption: Unknown
Time: 2024-11-16T22:17:38.000-08:00
Signal: -98.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3255997,31.88717461
-102.327095,31.88877106,0,(no SSID),"Network ID: 48:9B:D5:F8:FE:70
Encryption: WPA2
Time: 2024-11-16T20:08:13.000-08:00
Signal: -89.0
Accuracy: 2.9
Type: WIFI",,,,,-1,0,-1,,,-102.327095,31.88877106
-102.3260574,31.88792801,0,eduroam,"Network ID: 48:9B:D5:F8:FE:71
Encryption: WPA2
Time: 2024-11-16T22:17:47.000-08:00
Signal: -97.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3260574,31.88792801
-102.3260574,31.88792801,0,UTPB-Guest,"Network ID: 48:9B:D5:F8:FE:72
Encryption: Unknown
Time: 2024-11-16T22:17:47.000-08:00
Signal: -96.0
Accuracy: 1.7
Type: WIFI",,,,,-1,0,-1,,,-102.3260574,31.88792801
-102.3279495,31.87335777,0,DIRECT-18-HP OfficeJet Pro 8720,"Network ID: 48:BA:4E:7E:E8:1C
Encryption: WPA2
Time: 2024-11-16T22:05:43.000-08:00
Signal: -94.0
Accuracy: 2.8
Type: WIFI",,,,,-1,0,-1,,,-102.3279495,31.87335777
-102.3207321,31.87404633,0,DIRECT-DA-HP ENVY 4520 series,"Network ID: 48:BA:4E:A5:78:DB
Encryption: WPA2
Time: 2024-11-16T20:32:49.000-08:00
Signal: -96.0
Accuracy: 5.0
Type: WIFI",,,,,-1,0,-1,,,-102.3207321,31.87404633
-102.3133087,31.88150978,0,SENA WA-FAAEF8,"Network ID: 48:D8:90:FA:AE:F8
Encryption: Unknown
Time: 2024-11-16T21:13:19.000-08:00
Signal: -86.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3133087,31.88150978
-102.3182144,31.87696648,0,Trotter,"Network ID: 48:DD:0C:47:F1:45
Encryption: WPA2
Time: 2024-11-16T21:36:14.000-08:00
Signal: -87.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3182144,31.87696648
-102.3182144,31.87696648,0,(no SSID),"Network ID: 48:DD:0C:47:F1:47
Encryption: Unknown
Time: 2024-11-16T21:36:14.000-08:00
Signal: -87.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3182144,31.87696648
-102.3176651,31.87625504,0,Trotter,"Network ID: 48:DD:0C:99:12:C5
Encryption: WPA2
Time: 2024-11-16T21:36:29.000-08:00
Signal: -79.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3176651,31.87625504
-102.3204651,31.87753487,0,Franco Home,"Network ID: 48:DD:0C:F2:53:66
Encryption: WPA2
Time: 2024-11-16T21:37:24.000-08:00
Signal: -94.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3204651,31.87753487
-102.3204651,31.87753487,0,(no SSID),"Network ID: 48:DD:0C:F2:53:67
Encryption: Unknown
Time: 2024-11-16T21:37:24.000-08:00
Signal: -91.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3204651,31.87753487
-102.3260803,31.87526321,0,JS2011,"Network ID: 48:F8:B3:CE:14:FE
Encryption: WPA2
Time: 2024-11-16T20:36:51.000-08:00
Signal: -95.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3260803,31.87526321
-102.3256378,31.87550926,0,JS2011_5Ghz,"Network ID: 48:F8:B3:CE:14:FF
Encryption: WPA2
Time: 2024-11-16T20:35:50.000-08:00
Signal: -98.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3256378,31.87550926
-102.3256149,31.87040138,0,DIRECT-oq-FireTV_e05b,"Network ID: 4A:43:DD:6A:0A:27
Encryption: WPA2
Time: 2024-11-16T22:10:00.000-08:00
Signal: -94.0
Accuracy: 2.0
Type: WIFI",,,,,-1,0,-1,,,-102.3256149,31.87040138
-102.328743,31.87726402,0,Galaxy A15 5G BACA,"Network ID: 4A:5E:B5:C0:C4:9F
Encryption: WPA2
Time: 2024-11-16T20:43:44.000-08:00
Signal: -77.0
Accuracy: 3.1
Type: WIFI",,,,,-1,0,-1,,,-102.328743,31.87726402
-102.3163376,31.88000107,0,DIRECT-65-HP OfficeJet Pro 9010,"Network ID: 4A:9E:BD:65:6E:65
Encryption: WPA2
Time: 2024-11-16T21:19:18.000-08:00
Signal: -96.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3163376,31.88000107
-102.3171692,31.87409973,0,DIRECT-4E-HP ENVY Inspire 7200,"Network ID: 4A:9E:BD:C1:79:4E
Encryption: WPA2
Time: 2024-11-16T21:45:03.000-08:00
Signal: -92.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171692,31.87409973
-102.3235321,31.88026047,0,LevelWealthManagement,"Network ID: 4A:D9:E7:B7:0E:41
Encryption: WPA2
Time: 2024-11-16T20:54:27.000-08:00
Signal: -73.0
Accuracy: 2.1
Type: WIFI",,,,,-1,0,-1,,,-102.3235321,31.88026047
-102.3162155,31.88157654,0,Tineco_0374,"Network ID: 4A:E7:29:44:E0:EC
Encryption: Unknown
Time: 2024-11-16T21:11:58.000-08:00
Signal: -84.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3162155,31.88157654
-102.3260803,31.87526321,0,JS2011-guest,"Network ID: 4A:F8:B3:CE:14:FF
Encryption: Unknown
Time: 2024-11-16T20:36:51.000-08:00
Signal: -96.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3260803,31.87526321
-102.3186722,31.8758297,0,(no SSID),"Network ID: 4C:01:43:01:AD:D5
Encryption: Unknown
Time: 2024-11-16T21:36:49.000-08:00
Signal: -94.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3186722,31.8758297
-102.3125,31.8800602,0,Doug's Wi-Fi,"Network ID: 4C:01:43:02:D2:D3
Encryption: WPA2
Time: 2024-11-16T21:13:40.000-08:00
Signal: -96.0
Accuracy: 2.0
Type: WIFI",,,,,-1,0,-1,,,-102.3125,31.8800602
-102.3125,31.8800602,0,(no SSID),"Network ID: 4C:01:43:02:D2:D5
Encryption: Unknown
Time: 2024-11-16T21:13:40.000-08:00
Signal: -96.0
Accuracy: 2.0
Type: WIFI",,,,,-1,0,-1,,,-102.3125,31.8800602
-102.324913,31.86995316,0,Torres Fam,"Network ID: 4C:01:43:06:9E:94
Encryption: WPA2
Time: 2024-11-16T22:10:30.000-08:00
Signal: -91.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.324913,31.86995316
-102.3223343,31.87428665,0,EarlyBird,"Network ID: 4C:01:43:19:3A:A3
Encryption: WPA3
Time: 2024-11-16T20:33:35.000-08:00
Signal: -79.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3223343,31.87428665
-102.3221283,31.87430573,0,EarlyBird,"Network ID: 4C:01:43:19:3A:A4
Encryption: WPA3
Time: 2024-11-16T20:33:25.000-08:00
Signal: -96.0
Accuracy: 3.2
Type: WIFI",,,,,-1,0,-1,,,-102.3221283,31.87430573
-102.3224182,31.87424278,0,(no SSID),"Network ID: 4C:01:43:19:3A:A5
Encryption: Unknown
Time: 2024-11-16T20:24:37.000-08:00
Signal: -87.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3224182,31.87424278
-102.3221664,31.87537956,0,(no SSID),"Network ID: 4C:01:43:19:3A:A6
Encryption: Unknown
Time: 2024-11-16T20:33:15.000-08:00
Signal: -80.0
Accuracy: 5.1
Type: WIFI",,,,,-1,0,-1,,,-102.3221664,31.87537956
-102.3223343,31.87428665,0,EarlyBird Guest,"Network ID: 4C:01:43:19:3A:A9
Encryption: WPA3
Time: 2024-11-16T20:33:35.000-08:00
Signal: -75.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3223343,31.87428665
-102.3221283,31.87430573,0,EarlyBird Guest,"Network ID: 4C:01:43:19:3A:AA
Encryption: WPA3
Time: 2024-11-16T20:33:25.000-08:00
Signal: -96.0
Accuracy: 3.2
Type: WIFI",,,,,-1,0,-1,,,-102.3221283,31.87430573
-102.3271332,31.87158966,0,Boweneero,"Network ID: 4C:01:43:20:53:74
Encryption: WPA2
Time: 2024-11-16T22:04:58.000-08:00
Signal: -93.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3271332,31.87158966
-102.3131409,31.87885284,0,ranger1472,"Network ID: 4C:01:43:26:9A:C3
Encryption: WPA2
Time: 2024-11-16T21:17:42.000-08:00
Signal: -64.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3131409,31.87885284
-102.3127976,31.87784386,0,ranger1472,"Network ID: 4C:01:43:26:9A:C4
Encryption: WPA2
Time: 2024-11-16T21:22:28.000-08:00
Signal: -94.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3127976,31.87784386
-102.3131409,31.87885284,0,(no SSID),"Network ID: 4C:01:43:26:9A:C6
Encryption: Unknown
Time: 2024-11-16T21:17:42.000-08:00
Signal: -84.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3131409,31.87885284
-102.3226318,31.87664413,0,FBI Surveillance,"Network ID: 4C:01:43:2C:77:D3
Encryption: WPA2
Time: 2024-11-16T21:42:42.000-08:00
Signal: -91.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3226318,31.87664413
-102.322609,31.87660408,0,FBI Surveillance,"Network ID: 4C:01:43:2C:77:D4
Encryption: WPA2
Time: 2024-11-16T21:40:17.000-08:00
Signal: -92.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.322609,31.87660408
-102.3226318,31.87664413,0,(no SSID),"Network ID: 4C:01:43:2C:77:D6
Encryption: Unknown
Time: 2024-11-16T21:42:42.000-08:00
Signal: -90.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3226318,31.87664413
-102.3257675,31.8719883,0,Brant,"Network ID: 4C:01:43:2F:7B:53
Encryption: WPA2
Time: 2024-11-16T22:09:00.000-08:00
Signal: -94.0
Accuracy: 2.0
Type: WIFI",,,,,-1,0,-1,,,-102.3257675,31.8719883
-102.3252106,31.87107277,0,Brant,"Network ID: 4C:01:43:2F:7B:54
Encryption: WPA2
Time: 2024-11-16T22:09:30.000-08:00
Signal: -91.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3252106,31.87107277
-102.3244171,31.87098503,0,(no SSID),"Network ID: 4C:01:43:2F:7B:56
Encryption: Unknown
Time: 2024-11-16T22:13:26.000-08:00
Signal: -95.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3244171,31.87098503
-102.3171234,31.87506866,0,Casa De Boyles,"Network ID: 4C:01:43:2F:83:93
Encryption: WPA3
Time: 2024-11-16T21:44:43.000-08:00
Signal: -85.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3171234,31.87506866,0,Casa De Boyles Guest,"Network ID: 4C:01:43:2F:83:99
Encryption: WPA3
Time: 2024-11-16T21:44:43.000-08:00
Signal: -85.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3217545,31.87199211,0,dallas57,"Network ID: 4C:01:43:30:D4:03
Encryption: WPA2
Time: 2024-11-16T20:27:23.000-08:00
Signal: -84.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3217545,31.87199211
-102.321228,31.87215233,0,dallas57,"Network ID: 4C:01:43:30:D4:04
Encryption: WPA2
Time: 2024-11-16T20:32:19.000-08:00
Signal: -74.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.321228,31.87215233
-102.3215714,31.87205505,0,(no SSID),"Network ID: 4C:01:43:30:D4:06
Encryption: Unknown
Time: 2024-11-16T20:27:20.000-08:00
Signal: -93.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3215714,31.87205505
-102.3243561,31.87092972,0,(no SSID),"Network ID: 4C:01:43:31:CE:F5
Encryption: Unknown
Time: 2024-11-16T22:13:06.000-08:00
Signal: -86.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.3243561,31.87092972
-102.3277283,31.87503624,0,Yolanda,"Network ID: 4C:01:43:32:4F:B3
Encryption: WPA2
Time: 2024-11-16T20:42:33.000-08:00
Signal: -89.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3277283,31.87503624
-102.3277283,31.87503624,0,Yolanda,"Network ID: 4C:01:43:32:4F:B4
Encryption: WPA2
Time: 2024-11-16T20:42:33.000-08:00
Signal: -95.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3277283,31.87503624
-102.3277283,31.87503624,0,(no SSID),"Network ID: 4C:01:43:32:4F:B5
Encryption: Unknown
Time: 2024-11-16T20:42:33.000-08:00
Signal: -88.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3277283,31.87503624
-102.3159943,31.87683296,0,Jesse&Neece,"Network ID: 4C:01:43:34:AA:73
Encryption: WPA2
Time: 2024-11-16T21:32:37.000-08:00
Signal: -86.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3159943,31.87683296
-102.3160782,31.8764286,0,Jesse&Neece,"Network ID: 4C:01:43:34:AA:74
Encryption: WPA2
Time: 2024-11-16T21:31:52.000-08:00
Signal: -83.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3160782,31.8764286
-102.3159638,31.8771286,0,(no SSID),"Network ID: 4C:01:43:34:AA:76
Encryption: Unknown
Time: 2024-11-16T21:33:07.000-08:00
Signal: -97.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3159638,31.8771286
-102.3226318,31.87664413,0,FBI Surveillance,"Network ID: 4C:01:43:94:59:76
Encryption: WPA2
Time: 2024-11-16T21:42:42.000-08:00
Signal: -63.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3226318,31.87664413
-102.322609,31.87660408,0,FBI Surveillance,"Network ID: 4C:01:43:94:59:77
Encryption: WPA2
Time: 2024-11-16T21:40:17.000-08:00
Signal: -72.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.322609,31.87660408
-102.322609,31.87660408,0,FBI Surveillance,"Network ID: 4C:01:43:94:59:78
Encryption: WPA2
Time: 2024-11-16T21:40:17.000-08:00
Signal: -78.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.322609,31.87660408
-102.3226318,31.87664413,0,(no SSID),"Network ID: 4C:01:43:94:59:79
Encryption: Unknown
Time: 2024-11-16T21:42:42.000-08:00
Signal: -76.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3226318,31.87664413
-102.3226318,31.87664413,0,(no SSID),"Network ID: 4C:01:43:94:59:7A
Encryption: Unknown
Time: 2024-11-16T21:42:42.000-08:00
Signal: -68.0
Accuracy: 2.2
Type: WIFI",,,,,-1,0,-1,,,-102.3226318,31.87664413
-102.322609,31.87660408,0,(no SSID),"Network ID: 4C:01:43:94:59:7B
Encryption: Unknown
Time: 2024-11-16T21:40:17.000-08:00
Signal: -79.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.322609,31.87660408
-102.3210754,31.87228584,0,dallas57,"Network ID: 4C:01:43:94:9F:B7
Encryption: WPA2
Time: 2024-11-16T20:27:13.000-08:00
Signal: -80.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3210754,31.87228584
-102.3210754,31.87228584,0,dallas57,"Network ID: 4C:01:43:94:9F:B8
Encryption: WPA2
Time: 2024-11-16T20:27:13.000-08:00
Signal: -85.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3210754,31.87228584
-102.321228,31.87215233,0,(no SSID),"Network ID: 4C:01:43:94:9F:BA
Encryption: Unknown
Time: 2024-11-16T20:32:19.000-08:00
Signal: -82.0
Accuracy: 1.9
Type: WIFI",,,,,-1,0,-1,,,-102.321228,31.87215233
-102.3210754,31.87228584,0,(no SSID),"Network ID: 4C:01:43:94:9F:BB
Encryption: Unknown
Time: 2024-11-16T20:27:13.000-08:00
Signal: -86.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3210754,31.87228584
-102.3274384,31.87251854,0,Beaux,"Network ID: 4C:01:43:AB:12:37
Encryption: WPA2
Time: 2024-11-16T22:05:08.000-08:00
Signal: -86.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3274384,31.87251854
-102.3274384,31.87251854,0,Beaux,"Network ID: 4C:01:43:AB:12:38
Encryption: WPA2
Time: 2024-11-16T22:05:08.000-08:00
Signal: -90.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3274384,31.87251854
-102.3173599,31.87497902,0,Casa De Boyles,"Network ID: 4C:01:43:BF:06:37
Encryption: WPA3
Time: 2024-11-16T21:44:39.000-08:00
Signal: -96.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3173599,31.87497902
-102.3171234,31.87506866,0,Casa De Boyles,"Network ID: 4C:01:43:BF:06:38
Encryption: WPA3
Time: 2024-11-16T21:44:43.000-08:00
Signal: -95.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3171234,31.87506866,0,(no SSID),"Network ID: 4C:01:43:BF:06:3B
Encryption: Unknown
Time: 2024-11-16T21:44:43.000-08:00
Signal: -94.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3171234,31.87506866,0,Casa De Boyles Guest,"Network ID: 4C:01:43:BF:06:3F
Encryption: WPA3
Time: 2024-11-16T21:44:43.000-08:00
Signal: -89.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3173599,31.87497902,0,Casa De Boyles Guest,"Network ID: 4C:01:43:BF:06:40
Encryption: WPA3
Time: 2024-11-16T21:44:39.000-08:00
Signal: -96.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3173599,31.87497902
-102.3171234,31.87506866,0,Casa De Boyles Guest,"Network ID: 4C:01:43:BF:06:41
Encryption: WPA3
Time: 2024-11-16T21:44:43.000-08:00
Signal: -94.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.3171234,31.87506866
-102.3212509,31.87960052,0,SueCal,"Network ID: 4C:01:43:C1:C0:37
Encryption: WPA2
Time: 2024-11-16T21:01:29.000-08:00
Signal: -94.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3212509,31.87960052
-102.3210678,31.88004112,0,SueCal,"Network ID: 4C:01:43:C1:C0:38
Encryption: WPA2
Time: 2024-11-16T21:01:39.000-08:00
Signal: -91.0
Accuracy: 2.6
Type: WIFI",,,,,-1,0,-1,,,-102.3210678,31.88004112
-102.3217926,31.87370682,0,EarlyBird,"Network ID: 4C:01:43:C6:8C:F8
Encryption: WPA3
Time: 2024-11-16T20:26:38.000-08:00
Signal: -92.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3217926,31.87370682
-102.3217926,31.87370682,0,(no SSID),"Network ID: 4C:01:43:C6:8C:FB
Encryption: Unknown
Time: 2024-11-16T20:26:38.000-08:00
Signal: -94.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3217926,31.87370682
-102.3217926,31.87370682,0,EarlyBird Guest,"Network ID: 4C:01:43:C6:8D:01
Encryption: WPA3
Time: 2024-11-16T20:26:38.000-08:00
Signal: -93.0
Accuracy: 1.8
Type: WIFI",,,,,-1,0,-1,,,-102.3217926,31.87370682
-102.328186,31.87594223,0,Santos wifi,"Network ID: 4C:01:43:C7:00:F6
Encryption: WPA2
Time: 2024-11-16T20:42:53.000-08:00
Signal: -74.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.328186,31.87594223
-102.3285446,31.87599754,0,Santos wifi,"Network ID: 4C:01:43:C7:00:F7
Encryption: WPA2
Time: 2024-11-16T20:22:35.000-08:00
Signal: -96.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3285446,31.87599754
-102.3285446,31.87599754,0,Santos wifi,"Network ID: 4C:01:43:C7:00:F8
Encryption: WPA2
Time: 2024-11-16T20:22:35.000-08:00
Signal: -94.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3285446,31.87599754
-102.328186,31.87594223,0,(no SSID),"Network ID: 4C:01:43:C7:00:F9
Encryption: Unknown
Time: 2024-11-16T20:42:53.000-08:00
Signal: -76.0
Accuracy: 2.4
Type: WIFI",,,,,-1,0,-1,,,-102.328186,31.87594223
-102.3285446,31.87599754,0,(no SSID),"Network ID: 4C:01:43:C7:00:FA
Encryption: Unknown
Time: 2024-11-16T20:22:35.000-08:00
Signal: -96.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3285446,31.87599754
-102.3285446,31.87599754,0,(no SSID),"Network ID: 4C:01:43:C7:00:FB
Encryption: Unknown
Time: 2024-11-16T20:22:35.000-08:00
Signal: -94.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3285446,31.87599754
-102.3184662,31.87569237,0,SunnyCats,"Network ID: 4C:01:43:C7:C5:37
Encryption: WPA2
Time: 2024-11-16T21:36:44.000-08:00
Signal: -91.0
Accuracy: 2.9
Type: WIFI",,,,,-1,0,-1,,,-102.3184662,31.87569237
-102.3178024,31.87598991,0,(no SSID),"Network ID: 4C:01:43:C7:C5:3A
Encryption: Unknown
Time: 2024-11-16T21:36:34.000-08:00
Signal: -95.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3178024,31.87598991
-102.3180924,31.87582016,0,(no SSID),"Network ID: 4C:01:43:C7:C5:3B
Encryption: Unknown
Time: 2024-11-16T21:36:39.000-08:00
Signal: -98.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3180924,31.87582016
-102.3184662,31.87569237,0,SunnyCats Guest,"Network ID: 4C:01:43:C7:C5:40
Encryption: WPA2
Time: 2024-11-16T21:36:44.000-08:00
Signal: -91.0
Accuracy: 2.9
Type: WIFI",,,,,-1,0,-1,,,-102.3184662,31.87569237
-102.3180924,31.87582016,0,SunnyCats Guest,"Network ID: 4C:01:43:C7:C5:41
Encryption: WPA2
Time: 2024-11-16T21:36:39.000-08:00
Signal: -98.0
Accuracy: 2.7
Type: WIFI",,,,,-1,0,-1,,,-102.3180924,31.87582016
-102.3265305,31.87190247,0,No Signal,"Network ID: 4C:01:43:C7:E4:57
Encryption: WPA2
Time: 2024-11-16T22:08:25.000-08:00
Signal: -80.0
Accuracy: 2.3
Type: WIFI",,,,,-1,0,-1,,,-102.3265305,31.87190247
-102.3264999,31.87203789,0,No Signal,"Network ID: 4C:01:43:C7:E4:58
Encryption: WPA2
Time: 2024-11-16T22:08:20.000-08:00
Signal: -70.0
Accuracy: 2.1
Type: WIFI",,,,,-1,0,-1,,,-102.3264999,31.87203789
-102.3262405,31.87225533,0,(no SSID),"Network ID: 4C:01:43:C7:E4:5A
Encryption: Unknown
Time: 2024-11-16T22:08:15.000-08:00
Signal: -87.0
Accuracy: 2.5
Type: WIFI",,,,,-1,0,-1,,,-102.3262405,31.87225533
